"blue","black"
1.26578772306195,2.37186687145124
1.45727263640656,1.82814139640062
1.56950505280901,1.8294876032517
0.341454071722593,3.44245813744973
-0.058076157991185,1.95949153237142
2.25119542632227,1.74301635360131
0.439031574210685,3.23317260799257
0.24830107842196,2.44130967897981
2.97662249955276,0.925141896339664
1.67050094672523,1.58110678556109
2.32978995481287,1.97193129776063
0.107596843282308,1.57986099378073
0.359581043713284,1.57813674797402
1.87989427522489,5.52949703319697
0.0588209318370163,0.297746897124298
1.2223917823985,5.03402625316673
2.04337186167627,0.714173291142495
0.186345576328027,1.66953691499107
1.3817964079601,2.21354800826242
0.306216260325709,3.13537696195779
0.94109524152966,1.09288613299494
0.54671959770608,3.43208017536738
1.98373024267995,0.50938953669276
1.28795100181491,4.50364330063572
1.36818900426606,1.31274343879711
0.86051501903469,1.99325338099853
0.793476367154427,1.90254972174602
1.01200410352324,1.95200353321988
0.384129497221579,3.1475875508109
1.16626778866187,3.72171111231194
1.48707874043807,1.45248141147329
1.53332508794811,3.98911672326687
-0.00995549526007644,3.07815034117164
0.383451370762656,3.20269831300556
2.04591290886744,1.50150955831043
0.251483194657548,0.165250766681045
2.65008125753116,1.98546794594513
2.21796211526657,1.44298237769472
1.13381756942844,4.32696900949124
2.14836840732821,2.24801522177553
1.41304458007567,2.98959132738593
0.723845911614483,3.16212358673887
3.58467843964582,2.34193675004702
-0.108035758999443,1.26378158008336
-0.349918580539872,2.27910339248949
1.09090538026531,4.49529670550065
0.773198651810367,1.33537838515291
3.49953641448757,2.12859712994001
2.24860893089177,3.31393523659169
1.51479611740569,1.65550453248277
0.658611791724796,2.05263984367057
2.31735974426231,0.356777793438077
1.52439392660825,1.88657919745302
0.563879635437439,2.65890570229116
0.147883798717743,2.59630992778261
1.95372529088745,1.22583148365776
0.0771513520674254,1.69262453968904
1.25865458636066,3.20993804237736
1.17630617101728,4.18325341489156
0.468384578738236,1.93606934500265
1.95035993880263,3.71607740625979
1.64488962042012,2.41133154497814
0.924112053057139,2.98365561390875
0.0901028145330454,1.66606229161472
2.0360859013899,1.47867176232886
1.98507024907703,1.12023418445173
1.94271757225291,4.24189721239336
1.15248051395874,4.23286585003962
0.576175155626256,2.27878365342803
1.10423562258445,1.29789907510639
-0.0514704501266114,1.07932262105369
3.03244192864152,3.3969231273447
0.361937112331505,3.07586944538122
1.44895125350642,0.410708443214251
0.355399893973983,2.04146304076741
1.43411782248107,5.48889168516933
1.30973844680513,2.67715735855811
-0.723551944613288,3.03027713995464
0.891344683947848,1.83181115025659
0.358481026444531,3.18121243154613
1.34141212833775,1.49692005694046
-0.484161013657467,3.89244224314352
2.78049774289134,1.74733139524305
1.93849426730027,3.07082028728472
0.174078980776439,2.71841632139915
1.66387711164583,3.97209316054215
0.658936056951324,2.04330527882418
1.19103824594403,4.12846867736427
0.688653892134367,2.18177794437414
2.1930153178438,3.08552254549467
0.673698952907352,3.49673558240006
2.73027863286821,3.70041976824191
1.21566942942054,3.58435815522306
0.723810825533148,3.97786484997284
1.12119804913182,4.07444053838554
2.5927449107696,4.30801027814573
1.09599578228956,3.41070271218451
1.5862127157859,2.93560187971286
1.15770954263999,4.50264067128508
1.38052355331371,3.99084452616372
