blue,black
1.065873684,5.092246983
1.186838248,4.768292177
-0.128389517,5.043787242
-1.055076142,3.56909001
-0.567794049,3.794091642
-1.668033519,3.70520384
1.653415395,4.453041411
-0.161305462,3.801993164
0.219284475,1.896998669
-1.032097618,3.048959347
-0.744949954,1.703796097
-0.661061994,1.41095136
0.246396495,3.695845942
-0.576619064,3.682504316
-0.696588023,3.965547252
-0.6689428,2.856338098
0.14964643,3.853859341
0.874833963,1.989300171
-0.905399089,2.980422718
-1.517959056,5.070602
0.383758649,3.443263771
0.408193835,3.070880885
1.37115962,4.47106362
1.766732059,3.427573052
-0.739913158,4.045247664
1.430188083,2.437488548
-0.492079401,4.930962519
1.588737045,1.339264229
0.087355996,2.096181051
-2.148616916,1.847394307
1.369341712,4.055278912
1.881369896,0.766619516
-0.506053526,2.208918625
-0.087543231,4.127595756
1.160741005,3.218178665
-0.904209038,2.285300386
-0.307662011,4.019664096
-0.675491043,4.328859312
1.499281228,4.103624719
-1.126432323,3.7405239
0.498546704,2.290320823
0.822075686,4.052979241
0.376783843,3.471481257
2.511595039,3.460078578
0.656230683,3.391661543
-0.636754568,4.381948467
-0.67085227,4.115183593
-0.163773194,4.534734156
0.857375697,3.206734853
-0.484974202,3.292660501
0.774625042,2.411045965
1.888322762,5.07719826
0.874982031,3.106029898
0.871083569,3.640153416
0.856536676,5.834154866
1.372340035,4.648698838
-0.490225682,4.152845931
1.514038191,3.360335049
-0.101332885,5.496059656
1.096222314,3.341803145
0.186936077,0.155429175
0.865217097,3.846463086
1.256015508,2.840984782
NA,NA
-1.096464828,3.340621812
1.321635411,1.816908712
0.48807022,4.124742884
1.537364769,1.729845434
1.761255638,3.901619855
-0.147083755,2.102793812
1.337004889,3.344125169
-0.372013435,3.674958551
0.226596331,3.248464709
-0.23934938,3.169940273
0.522394044,3.202287527
0.409917164,2.861734612
1.648990432,4.8963818
-1.654175084,2.503901818
-0.564710777,3.036271057
-0.205613304,4.241007049
-0.116932203,3.297762424
-1.834543103,1.437552113
-1.211991562,0.914654411
1.048875275,3.64285392
0.300659418,4.028463722
-0.823731733,2.446647425
0.520219953,3.227723379
-0.279086747,4.847956468
1.38579116,3.298797959
NA,NA
0.184312885,2.056576389
1.440730526,2.169651661
-1.414292114,2.644666993
2.432869285,4.245657124
0.826292176,4.655016553
0.095249378,4.101976964
0.667927648,4.129150956
-0.191026789,2.592344886
0.23443543,2.925405617
1.909672577,4.409277205
1.334381846,4.675932512
-0.120234134,3.847370005
