"green","yellow"
2.76317136417348,-1.14153561753668
0.87022095533618,-0.470485119899185
1.07045846847536,-1.75260103753932
1.28473416561296,-2.15811347354806
-0.611198247380793,0.018121735085598
1.99264334130096,-1.33568380335722
1.87956137102256,-2.82710775940453
2.57743855653131,-1.6161351212931
-0.203555096350818,-2.32595160561458
-0.116890520953351,-1.06085263303139
0.131473619257383,0.180476544726747
0.994833817880813,-1.33691483828242
1.0387451046429,0.728192436138037
1.0967085155637,-0.463144092243885
0.752137317049892,-0.64482830782265
0.410181649702028,-0.113839278120665
2.16702219671518,-3.27009876971349
-0.907008900872738,0.296685718566049
1.64195681740218,-3.23018906924768
1.33619750266057,-1.40466939566363
0.401207169774746,-1.32064488837137
1.80447421137868,-0.735181804917757
0.586649041805376,-0.406331697424386
0.364241425948785,-2.02795874995665
0.832997911919366,0.13721894783595
-0.121808171626217,-1.71251888566967
1.10769718509871,-1.99417534006716
1.6797158493375,-1.93836888720432
1.10986738002071,-2.18144752161976
2.84190505760306,-1.54267202921511
0.801096279107399,-0.885751707625434
-0.137722265577031,0.966417610890915
-1.70303033720015,-1.31613902596855
1.50813928248247,-0.70609344576379
0.0197076216577832,-1.64853302734232
-0.305563923998323,-0.18219997393552
3.2410607831562,-0.289124124971108
1.90424428386542,-1.57901056307466
1.27990544478602,-1.62151566702741
0.864601815615894,0.557043441432975
0.31529175128426,-1.06618518275506
0.471942578083499,0.0519085345938999
0.0921172383198238,-1.52104178247554
2.18435228902952,-1.06177900013462
0.231217553118938,-2.12842218628033
0.501922220128088,-0.704113974939405
2.54256991447858,-0.888931812396472
3.0523182086579,-0.335105734756935
1.24793965670793,-1.52140993229357
0.245870320186373,-1.81551050594495
1.61214392818011,-3.36325194938354
1.28483001098556,-3.25692489448963
0.892423628660205,-2.47759024130619
0.175002627262611,-1.51284225699993
0.132769584548049,0.0496063741196577
1.61133216895834,-0.847537344510171
0.359345486668656,-0.354725432352265
0.516616378504479,2.21831295044954
-0.357568490887461,-2.23142989174019
-1.27957649291723,-0.772385575692231
2.56309166223382,0.792587492414679
0.306302580789748,-1.83987970737805
1.16351751698689,-1.95961844296644
1.67533845421528,-1.08571854385309
1.85164244597114,-0.703213385352553
0.194600846929596,-0.852570526771419
2.73587886935849,-1.02897869986974
2.1308137291019,-1.17931213573764
0.363687240534669,-1.95956207262888
1.60840626155911,-0.56726205215156
2.37070829469562,-0.558475910440059
1.21520083611113,-1.15248067288168
1.89265612936009,-1.3290263826553
-0.516771137103671,0.631881151163597
1.62634514560779,-0.930580229650603
1.07286330704423,-1.68175800211685
1.13047515808671,-1.1051689062047
3.04179139724941,-0.19633380096979
0.931896356439164,-3.23084679880062
0.486752965501536,-1.80579166112627
-0.477231634523772,-1.07258267355935
0.470896621427791,-0.837469695108957
0.259305273030986,-1.40313466806237
0.367240229579077,0.442099121688547
0.704154606810401,-1.30327374729639
0.390137082883972,-1.04293181132597
0.91384923818319,-0.813400326616619
2.83484485193654,-1.61013551204471
2.04892120653344,-1.99296840837742
1.59609594801105,-2.16512906061135
0.51680611111584,-2.18304565013399
2.5996987612039,-2.19273704292205
1.43459001683184,-1.65352812496768
1.56039964760899,-1.3282141619671
0.248407326568022,-0.399177265359174
0.0501054152587413,-0.381781410016416
0.129117234349096,-1.57650480197684
1.08539502375746,0.807501984258721
1.47287965583018,-1.16079401195556
-0.710446995071918,-1.04936705657787
