blue,black
2.876747267,-1.175870626
-0.524355079,-0.228637503
1.590842025,-0.119418856
0.12010338,-0.017087462
1.491761007,-0.522712538
-0.0401286,0.922398443
0.37076408,-1.091449472
-0.740127156,0.525742118
-1.373396642,0.071063388
-0.053535347,0.358260188
1.445372125,-0.715176751
0.325338356,0.464339926
0.321494251,-0.863697887
-0.1606126,-0.393407152
0.132041986,0.33024857
0.292980778,0.518918461
NA,NA
0.849428466,0.510952912
-0.64680163,-0.763017421
-0.20528654,1.032972192
-0.534357842,0.601464719
-1.327993185,0.733585792
-0.713377767,-0.056056568
1.726609306,-1.65911484
-0.552212842,-0.731546741
-0.795556556,0.620660489
-0.517821519,0.199428769
-0.718746523,-0.050538553
-1.43859517,-1.841152483
1.182055176,-2.134629406
0.660442221,1.163270996
1.594737015,-0.448365168
2.150767868,0.346507612
0.957302502,0.001707229
2.077088394,0.504598911
-0.975031357,-0.683030496
0.707172704,0.385619698
0.362957379,0.105011257
-0.012820613,-0.7456721
0.343388371,0.19993698
3.541137953,1.563593075
0.928542547,0.117886805
0.020318383,0.27211668
NA,NA
1.970443183,-0.837288559
0.182602955,-1.107798676
0.656600746,1.124034611
-0.944706111,0.645820957
0.520463857,-0.599116057
1.258669447,-0.222723262
1.363850802,-0.514317341
0.280578912,-1.684058047
1.351327017,-0.520381119
2.079411303,1.358636103
-0.960980949,-0.426065066
0.151246809,0.573745527
0.504066624,1.233389825
2.000014326,1.325534377
-0.235256418,1.347386412
1.917478524,1.568446498
-0.039771631,0.577388959
-0.646442567,0.060074905
1.176675226,1.302596037
0.851978935,-0.128718404
0.279137465,-1.394531378
0.44143931,-0.554900448
0.377703365,0.351280246
0.528465009,2.203997704
0.738589178,1.035001507
0.58115698,-0.024895341
1.563367124,-1.351520661
0.407699973,1.520553431
0.491493107,0.429633032
-1.546715136,0.899778165
1.284379975,1.032791135
0.107075962,0.418356521
0.186102424,-0.270352739
1.348329634,1.191491291
0.673332911,-1.676312014
-0.293530723,1.485948047
1.5455866,0.796452364
-1.189224163,0.37801977
0.366042342,-0.266756144
1.470834851,-0.489228224
0.06551466,-0.567042971
2.210267934,1.177902388
-0.050721493,0.159911687
0.03690851,1.246374989
0.785049341,-0.360789983
2.636005654,1.236726168
0.44778177,0.607095375
0.566762676,-0.500742195
-0.203083533,-1.141704425
-0.567599585,-0.163531428
-1.653299044,1.040951928
0.473098397,2.321558694
1.209042006,0.652595048
0.486994451,0.589441366
1.11496951,-1.053718414
1.534791187,-2.084403344
0.350246655,2.067753322
1.616969388,-0.100681979
